file,psnr,ssim,lpips
004340.npy,32.468626790551866,0.8545293764789105,0.07991483062505722
004371.npy,24.532812577807906,0.8224417145048417,0.12488804757595062
004386.npy,24.267750854343642,0.8600393447646797,0.12071257829666138
004433.npy,26.39733745805124,0.8542744480316042,0.10887232422828674
004502.npy,25.456640190741368,0.8088917303174769,0.06522123515605927
004520.npy,24.575871225098183,0.8033704501255264,0.0742316022515297
004561.npy,24.712731059143003,0.8297296568937301,0.12202455848455429
004562.npy,23.921426051163795,0.8224722522527576,0.11808228492736816
004572.npy,27.462071232325073,0.8564421570778713,0.090369813144207
004575.npy,32.47770810983119,0.8324320896317959,0.06842794269323349
004602.npy,32.77490502644068,0.8665589375659227,0.07096993178129196
004719.npy,23.469284992846013,0.797912250235124,0.13805267214775085
004733.npy,31.307668823804953,0.817476976764679,0.06042409688234329
004754.npy,30.822598467881384,0.7652326494470835,0.08819952607154846
